order_id,customer_id,category,payment_method,order_amount,discount_pct,customer_past_orders,customer_past_returns,customer_return_rate,account_age_days,day_of_week,hour_of_day,address_mismatch,returned
ORD100308,CUST2519,home_goods,netbanking,1033.99,0,4,0,0.0,158,4,4,0,0
ORD100309,CUST2630,home_goods,debit_card,1051.16,5,4,0,0.0,512,0,0,0,0
ORD100310,CUST3044,footwear,netbanking,796.52,40,2,1,0.5,1151,0,8,0,0
ORD100311,CUST3883,beauty,credit_card,2332.26,0,2,2,1.0,1254,2,22,1,0
ORD100312,CUST3011,electronics,UPI,380.36,0,1,1,1.0,278,6,2,0,0
ORD100313,CUST4680,books,netbanking,921.78,30,4,1,0.25,180,6,21,1,0
ORD100314,CUST2309,books,debit_card,1149.02,15,3,1,0.333,1454,0,17,0,0
ORD100315,CUST4650,home_goods,credit_card,227.95,20,4,1,0.25,1458,5,22,0,0
ORD100316,CUST4250,home_goods,cod,382.87,10,3,1,0.333,460,0,6,0,0
ORD100317,CUST1969,beauty,UPI,1026.76,30,3,0,0.0,740,4,18,0,0
ORD100318,CUST4291,footwear,credit_card,7039.38,5,6,0,0.0,1254,0,2,0,0
ORD100319,CUST3936,books,netbanking,553.44,15,4,2,0.5,1077,3,13,0,0
ORD100320,CUST1302,electronics,debit_card,971.56,0,2,0,0.0,1316,0,14,0,0
ORD100321,CUST3119,home_goods,credit_card,1451.94,10,1,0,0.0,1130,5,18,0,0
ORD100322,CUST4957,electronics,netbanking,531.22,5,1,0,0.0,1030,6,1,0,0
ORD100323,CUST3122,electronics,debit_card,220.94,0,5,1,0.2,338,1,10,1,0
ORD100324,CUST1923,home_goods,cod,80.75,30,2,0,0.0,582,6,2,0,0
ORD100325,CUST3601,footwear,debit_card,324.97,15,3,0,0.0,257,5,9,0,0
ORD100326,CUST1382,footwear,credit_card,641.26,15,3,1,0.333,1213,4,4,0,1
ORD100327,CUST3557,books,cod,888.16,10,3,2,0.667,692,6,18,0,0
ORD100328,CUST4538,apparel,UPI,1789.96,40,1,1,1.0,94,5,18,0,0
ORD100329,CUST1863,footwear,netbanking,409.38,5,5,0,0.0,1266,5,0,0,0
ORD100330,CUST3568,footwear,debit_card,572.83,10,3,0,0.0,1315,2,15,0,0
ORD100331,CUST4306,books,netbanking,566.12,30,2,1,0.5,610,3,2,0,0
ORD100332,CUST1647,beauty,netbanking,1213.06,10,3,0,0.0,992,3,6,0,0
ORD100333,CUST1588,home_goods,debit_card,843.25,40,6,0,0.0,708,3,4,0,0
ORD100334,CUST3109,footwear,UPI,337.61,5,2,1,0.5,654,1,14,0,0
ORD100335,CUST2841,electronics,credit_card,794.58,5,5,1,0.2,199,0,9,1,0
ORD100336,CUST4539,footwear,netbanking,345.88,15,2,1,0.5,509,6,5,0,1
ORD100337,CUST4824,footwear,debit_card,380.92,0,3,0,0.0,389,6,5,0,0
ORD100338,CUST3108,beauty,netbanking,509.73,15,0,0,0.0,632,3,0,0,1
ORD100339,CUST2610,footwear,netbanking,511.04,40,5,0,0.0,494,1,18,0,1
ORD100340,CUST1207,home_goods,netbanking,1684.32,30,3,0,0.0,1224,6,20,0,0
ORD100341,CUST2170,footwear,UPI,644.55,20,3,0,0.0,221,3,4,0,1
ORD100342,CUST3979,home_goods,netbanking,1935.12,0,8,0,0.0,750,0,12,0,0
ORD100343,CUST3301,electronics,debit_card,225.15,15,4,3,0.75,1134,2,2,0,0
ORD100344,CUST2844,footwear,debit_card,414.1,10,4,0,0.0,1277,5,19,0,0
ORD100345,CUST4993,apparel,netbanking,1493.94,5,3,1,0.333,765,6,10,0,0
ORD100346,CUST2497,electronics,credit_card,508.72,0,8,0,0.0,1234,4,12,0,0
ORD100347,CUST1185,apparel,credit_card,906.02,15,2,0,0.0,1462,2,15,0,0
ORD100348,CUST1610,footwear,cod,777.45,30,5,1,0.2,287,2,19,0,1
ORD100349,CUST2609,footwear,debit_card,814.47,50,2,0,0.0,1216,2,16,0,0
ORD100350,CUST3180,beauty,cod,564.15,0,1,0,0.0,614,3,0,0,0
ORD100351,CUST3759,apparel,netbanking,170.41,20,2,0,0.0,1196,2,23,0,0
ORD100352,CUST3577,apparel,cod,1989.03,0,2,0,0.0,972,2,20,0,1
ORD100353,CUST4179,footwear,cod,143.38,15,3,0,0.0,467,5,1,0,0
ORD100354,CUST1698,footwear,cod,616.24,0,3,0,0.0,779,1,21,0,0
ORD100355,CUST3345,books,UPI,1026.05,15,7,0,0.0,391,0,14,0,0
ORD100356,CUST1620,beauty,credit_card,637.83,10,4,0,0.0,841,4,19,1,0
ORD100357,CUST4575,books,UPI,547.46,40,3,1,0.333,1446,1,16,0,0
ORD100358,CUST2331,books,netbanking,2167.97,0,2,0,0.0,1077,3,10,1,0
ORD100359,CUST2882,footwear,debit_card,428.97,40,3,1,0.333,1119,2,21,0,0
ORD100360,CUST3952,books,debit_card,1709.2,20,2,0,0.0,1250,3,6,1,0
ORD100361,CUST2142,footwear,debit_card,340.06,0,4,0,0.0,461,2,9,0,0
ORD100362,CUST3827,books,netbanking,648.82,40,0,0,0.0,650,3,11,0,0
ORD100363,CUST4827,books,debit_card,840.3,10,3,0,0.0,590,0,18,0,0
ORD100364,CUST2555,beauty,debit_card,1698.21,0,0,0,0.0,300,2,1,0,0
ORD100365,CUST3925,apparel,debit_card,4573.52,40,2,0,0.0,906,5,8,0,0
ORD100366,CUST1876,electronics,cod,1736.65,0,0,0,0.0,556,4,22,0,0
ORD100367,CUST1447,footwear,cod,811.87,5,3,1,0.333,491,1,1,0,1
ORD100368,CUST3175,electronics,credit_card,1215.93,15,2,0,0.0,108,0,13,0,0
ORD100369,CUST2934,apparel,credit_card,2268.98,0,1,1,1.0,11,4,5,0,0
ORD100370,CUST4829,beauty,netbanking,2350.76,5,5,1,0.2,1333,1,9,0,0
ORD100371,CUST3645,apparel,UPI,1340.55,50,2,0,0.0,1336,4,7,0,0
ORD100372,CUST3961,apparel,credit_card,1476.24,40,3,0,0.0,856,6,5,1,0
ORD100373,CUST1148,beauty,netbanking,276.91,50,3,1,0.333,382,5,9,0,1
ORD100374,CUST1037,home_goods,cod,1328.97,30,1,0,0.0,1235,0,10,0,0
ORD100375,CUST3626,footwear,cod,311.33,10,5,0,0.0,1012,1,16,0,0
ORD100376,CUST1789,apparel,debit_card,340.74,30,2,0,0.0,333,5,14,0,0
ORD100377,CUST3943,electronics,UPI,1241.75,10,1,0,0.0,691,6,9,0,0
ORD100378,CUST4101,electronics,credit_card,1827.98,15,6,0,0.0,1252,6,20,0,0
ORD100379,CUST4387,beauty,cod,602.95,15,3,0,0.0,672,0,12,0,0
ORD100380,CUST1756,electronics,netbanking,933.25,0,2,2,1.0,663,1,0,0,1
ORD100381,CUST1964,beauty,debit_card,144.57,0,1,0,0.0,676,2,18,0,0
ORD100382,CUST1046,home_goods,debit_card,214.19,15,4,0,0.0,1419,1,1,0,0
ORD100383,CUST2906,home_goods,credit_card,280.77,0,3,0,0.0,831,5,16,1,0
ORD100384,CUST4636,books,debit_card,478.6,10,2,2,1.0,1414,0,20,1,0
ORD100385,CUST2208,home_goods,cod,90.86,0,4,0,0.0,453,1,4,0,0
ORD100386,CUST2863,books,cod,1083.74,15,1,0,0.0,766,3,22,0,0
ORD100387,CUST2928,footwear,credit_card,918.41,15,2,0,0.0,507,5,19,0,0
ORD100388,CUST1335,footwear,netbanking,1678.87,0,2,1,0.5,1082,5,11,0,0
ORD100389,CUST3310,apparel,UPI,198.03,10,7,0,0.0,1122,4,6,0,0
ORD100390,CUST1613,electronics,debit_card,3267.84,10,4,1,0.25,1066,3,3,0,0
ORD100391,CUST3936,footwear,netbanking,573.25,30,3,0,0.0,187,4,14,0,0
ORD100392,CUST2857,electronics,cod,2221.88,5,5,1,0.2,851,3,18,0,0
ORD100393,CUST2893,books,debit_card,1855.47,0,3,0,0.0,1482,0,12,0,0
ORD100394,CUST1012,books,credit_card,262.58,0,3,0,0.0,1185,0,1,0,0
ORD100395,CUST3868,apparel,cod,268.77,0,0,0,0.0,124,0,15,0,0
ORD100396,CUST2674,electronics,credit_card,413.59,0,2,0,0.0,1314,5,20,1,0
ORD100397,CUST2533,beauty,netbanking,387.09,0,4,1,0.25,774,3,2,0,1
ORD100398,CUST3710,footwear,credit_card,1309.52,0,4,2,0.5,1339,6,11,0,0
ORD100399,CUST3200,beauty,cod,1304.52,0,2,0,0.0,261,5,7,0,0
ORD100400,CUST4097,apparel,debit_card,289.79,10,4,0,0.0,949,5,23,0,0
ORD100401,CUST3178,beauty,credit_card,264.15,15,1,0,0.0,507,3,11,0,0
ORD100402,CUST1772,books,UPI,1012.47,5,4,0,0.0,66,6,21,0,0
ORD100403,CUST4137,apparel,credit_card,1005.47,30,2,0,0.0,423,0,3,0,0
ORD100404,CUST2828,footwear,UPI,492.08,50,5,1,0.2,502,5,1,0,0
ORD100405,CUST1959,footwear,credit_card,232.45,10,3,2,0.667,116,1,16,1,0
ORD100406,CUST1959,books,cod,310.49,20,2,0,0.0,654,4,19,0,1
ORD100407,CUST4352,home_goods,credit_card,1366.92,5,5,0,0.0,619,1,21,0,0
ORD100408,CUST2693,home_goods,debit_card,1191.69,0,3,0,0.0,125,4,18,0,0
ORD100409,CUST4733,electronics,netbanking,337.82,10,3,0,0.0,1139,3,1,1,0
ORD100410,CUST4856,books,netbanking,706.77,10,2,2,1.0,1075,2,22,0,0
ORD100411,CUST1611,home_goods,netbanking,2435.13,10,1,0,0.0,377,6,17,0,0
ORD100412,CUST4478,electronics,debit_card,579.26,0,6,2,0.333,1450,1,14,1,0
ORD100413,CUST3303,beauty,netbanking,328.7,15,2,1,0.5,1142,4,4,0,0
ORD100414,CUST2044,electronics,debit_card,137.55,0,3,0,0.0,1325,0,14,0,0
ORD100415,CUST1378,footwear,credit_card,1346.31,0,0,0,0.0,106,2,12,0,0
ORD100416,CUST3469,apparel,UPI,678.5,30,3,0,0.0,386,6,18,0,0
ORD100417,CUST3289,electronics,netbanking,190.72,0,1,0,0.0,428,6,10,0,0
ORD100418,CUST4723,apparel,credit_card,648.58,10,5,0,0.0,390,5,3,0,0
ORD100419,CUST4089,beauty,credit_card,264.36,0,2,1,0.5,1425,4,22,0,0
ORD100420,CUST4748,electronics,cod,665.08,20,2,0,0.0,659,6,9,0,0
ORD100421,CUST3185,books,debit_card,1534.87,0,2,0,0.0,632,2,11,0,0
ORD100422,CUST3036,beauty,UPI,336.08,0,2,0,0.0,1480,3,10,1,0
ORD100423,CUST2518,home_goods,netbanking,3218.57,5,6,1,0.167,94,4,7,0,0
ORD100424,CUST1066,home_goods,cod,994.49,5,1,0,0.0,1197,4,23,0,0
ORD100425,CUST1624,electronics,debit_card,1227.77,5,4,1,0.25,472,3,18,0,0
ORD100426,CUST3045,footwear,debit_card,936.97,5,1,0,0.0,528,6,15,1,0
ORD100427,CUST3628,books,netbanking,127.49,10,2,0,0.0,944,1,23,0,0
ORD100428,CUST1693,electronics,cod,3275.63,0,5,0,0.0,1001,1,17,1,0
ORD100429,CUST4920,apparel,cod,173.1,0,2,0,0.0,70,6,2,1,0
ORD100430,CUST3737,apparel,UPI,3759.51,30,4,0,0.0,845,1,20,0,1
ORD100431,CUST3896,electronics,UPI,188.37,0,2,0,0.0,448,4,14,0,0
ORD100432,CUST3530,books,cod,996.72,30,1,1,1.0,990,5,15,0,1
ORD100433,CUST3179,footwear,netbanking,777.73,0,4,0,0.0,25,0,16,0,0
ORD100434,CUST3194,home_goods,UPI,1147.86,15,3,1,0.333,1029,6,22,0,0
ORD100435,CUST4302,electronics,UPI,387.63,10,2,0,0.0,198,4,4,0,0
ORD100436,CUST3538,footwear,debit_card,236.49,10,0,0,0.0,726,2,12,0,0
ORD100437,CUST4929,beauty,netbanking,814.08,30,6,0,0.0,1158,1,22,0,0
ORD100438,CUST3801,apparel,UPI,237.31,0,4,0,0.0,192,3,12,0,0
ORD100439,CUST2949,apparel,UPI,487.77,0,1,0,0.0,1440,1,2,0,0
ORD100440,CUST2777,books,debit_card,99.37,30,2,0,0.0,1159,6,3,0,0
ORD100441,CUST4764,apparel,credit_card,1496.32,15,1,0,0.0,433,6,22,0,0
ORD100442,CUST2947,home_goods,UPI,765.27,15,0,0,0.0,153,5,8,0,0
ORD100443,CUST3308,books,UPI,618.24,0,2,2,1.0,368,6,10,0,0
ORD100444,CUST1848,footwear,credit_card,353.73,0,4,0,0.0,1460,6,12,1,0
ORD100445,CUST2225,electronics,cod,726.55,20,2,0,0.0,493,4,12,0,0
ORD100446,CUST3214,home_goods,netbanking,1092.91,10,2,0,0.0,287,6,22,0,0
ORD100447,CUST3051,books,debit_card,994.43,30,2,1,0.5,110,0,13,0,0
ORD100448,CUST1311,home_goods,cod,1766.33,10,4,1,0.25,1258,4,12,1,0
ORD100449,CUST2336,apparel,debit_card,113.52,10,3,0,0.0,923,3,7,0,0
ORD100450,CUST4854,beauty,netbanking,417.62,15,3,0,0.0,381,5,18,0,0
ORD100451,CUST1351,footwear,debit_card,5197.46,15,2,0,0.0,505,5,2,0,0
ORD100452,CUST1631,beauty,credit_card,181.8,15,5,0,0.0,798,2,11,0,0
ORD100453,CUST1021,home_goods,netbanking,877.76,5,0,0,0.0,738,6,8,0,0
ORD100454,CUST1357,electronics,netbanking,1110.35,0,1,1,1.0,920,4,17,0,0
ORD100455,CUST1423,apparel,UPI,1431.83,0,0,0,0.0,725,4,2,0,1
ORD100456,CUST4213,home_goods,netbanking,1812.52,10,4,0,0.0,26,2,13,0,0
ORD100457,CUST1346,books,cod,1010.35,15,2,0,0.0,498,4,16,0,0
ORD100458,CUST2559,electronics,credit_card,202.08,5,2,1,0.5,551,2,8,0,0
ORD100459,CUST1259,electronics,netbanking,4200.3,15,6,0,0.0,566,3,9,0,0
ORD100460,CUST1315,home_goods,debit_card,344.07,0,5,0,0.0,506,5,20,0,0
ORD100461,CUST3525,electronics,netbanking,1040.82,5,5,1,0.2,220,1,9,0,0
ORD100462,CUST2620,home_goods,cod,677.06,5,3,0,0.0,779,6,10,0,0
ORD100463,CUST2763,books,cod,1071.86,40,4,1,0.25,279,2,10,0,0
ORD100464,CUST3847,electronics,netbanking,653.0,0,4,2,0.5,644,1,12,1,0
ORD100465,CUST2193,books,netbanking,867.13,15,4,0,0.0,1180,6,7,0,0
ORD100466,CUST2148,beauty,debit_card,599.97,15,5,1,0.2,234,4,6,0,0
ORD100467,CUST3234,electronics,cod,1035.55,0,1,0,0.0,56,5,14,1,1
ORD100468,CUST1858,beauty,debit_card,271.61,30,3,0,0.0,1419,0,13,0,0
ORD100469,CUST1570,books,debit_card,900.59,20,3,0,0.0,496,2,21,0,0
ORD100470,CUST2733,beauty,UPI,420.99,10,1,1,1.0,920,4,15,0,0
ORD100471,CUST3188,footwear,netbanking,1476.19,5,1,0,0.0,1114,0,11,0,1
ORD100472,CUST4327,footwear,cod,210.88,5,5,1,0.2,1307,0,3,0,0
ORD100473,CUST3693,books,debit_card,1475.08,10,4,0,0.0,341,5,19,0,0
ORD100474,CUST3642,books,netbanking,1321.35,10,5,0,0.0,680,6,13,0,0
ORD100475,CUST1403,home_goods,credit_card,215.45,0,4,0,0.0,1046,5,16,0,0
ORD100476,CUST3816,footwear,credit_card,604.29,0,3,1,0.333,913,2,12,0,0
ORD100477,CUST3783,footwear,cod,610.82,30,4,1,0.25,309,2,0,0,1
ORD100478,CUST2210,beauty,UPI,830.38,10,6,1,0.167,238,6,23,0,0
ORD100479,CUST2277,home_goods,netbanking,213.38,30,2,0,0.0,424,4,15,0,0
ORD100480,CUST1399,beauty,netbanking,802.96,5,5,0,0.0,654,0,9,0,1
ORD100481,CUST3911,apparel,UPI,589.78,5,2,0,0.0,703,5,3,0,0
ORD100482,CUST1673,books,credit_card,768.81,0,3,1,0.333,1057,1,17,0,0
ORD100483,CUST3293,beauty,netbanking,583.2,5,2,0,0.0,475,6,12,0,0
ORD100484,CUST1763,books,netbanking,325.63,5,4,0,0.0,811,0,23,0,0
ORD100485,CUST1808,beauty,cod,241.87,0,4,0,0.0,880,3,0,0,0
ORD100486,CUST1842,home_goods,UPI,483.03,50,4,0,0.0,1183,0,17,0,1
ORD100487,CUST2335,electronics,netbanking,1712.16,0,3,0,0.0,234,2,21,0,0
ORD100488,CUST3161,books,debit_card,466.62,0,1,0,0.0,1223,3,19,0,0
ORD100489,CUST1467,home_goods,debit_card,2409.14,5,4,0,0.0,938,4,5,0,0
ORD100490,CUST3891,home_goods,cod,1875.91,0,2,1,0.5,1209,0,21,0,0
ORD100491,CUST1482,electronics,debit_card,433.14,40,0,0,0.0,240,1,11,0,0
ORD100492,CUST3092,beauty,netbanking,971.01,0,5,0,0.0,1222,1,18,0,0
ORD100493,CUST1760,beauty,cod,276.47,20,5,0,0.0,1421,5,5,0,0
ORD100494,CUST3005,home_goods,credit_card,1206.07,40,4,0,0.0,384,2,14,0,1
ORD100495,CUST4545,home_goods,UPI,2232.04,30,3,2,0.667,993,1,6,0,0
ORD100496,CUST4947,footwear,cod,937.74,5,1,1,1.0,1338,3,13,0,1
ORD100497,CUST2702,books,netbanking,1920.51,0,3,1,0.333,1001,1,2,0,0
ORD100498,CUST4259,electronics,debit_card,620.21,10,4,0,0.0,67,2,7,0,0
ORD100499,CUST1688,beauty,cod,1434.03,15,3,2,0.667,1015,4,16,0,0
ORD100500,CUST1467,home_goods,cod,421.11,30,1,1,1.0,752,4,1,0,0
ORD100501,CUST2807,footwear,credit_card,1688.62,5,4,0,0.0,871,0,23,0,0
ORD100502,CUST4077,electronics,debit_card,855.41,15,1,0,0.0,67,3,8,0,0
ORD100503,CUST4345,apparel,netbanking,1625.33,15,5,0,0.0,241,6,7,0,0
ORD100504,CUST4021,footwear,debit_card,495.88,10,3,1,0.333,1456,4,20,0,0
ORD100505,CUST3523,electronics,credit_card,707.39,15,3,0,0.0,424,6,1,0,0
ORD100506,CUST3180,home_goods,cod,807.79,0,2,0,0.0,1104,1,10,1,0
ORD100507,CUST2198,home_goods,cod,172.2,15,4,1,0.25,548,6,16,1,0
ORD100508,CUST3782,apparel,credit_card,1072.22,0,3,1,0.333,843,0,8,0,0
ORD100509,CUST1519,books,credit_card,614.02,10,1,1,1.0,512,1,22,0,0
ORD100510,CUST2013,books,netbanking,2345.64,0,2,0,0.0,1003,1,18,0,0
ORD100511,CUST3571,beauty,netbanking,1706.22,5,1,0,0.0,926,0,20,0,0
ORD100512,CUST4149,apparel,netbanking,151.19,5,1,0,0.0,1056,5,8,0,1
ORD100513,CUST4593,home_goods,netbanking,832.49,20,3,1,0.333,1000,2,18,0,0
ORD100514,CUST4170,books,UPI,1337.96,15,2,1,0.5,1497,3,20,0,0
ORD100515,CUST2467,apparel,cod,611.87,15,3,0,0.0,815,1,13,0,0
ORD100516,CUST3026,home_goods,debit_card,445.41,30,3,0,0.0,581,2,17,0,0
ORD100517,CUST3318,beauty,debit_card,773.92,15,2,0,0.0,1398,6,1,0,0
ORD100518,CUST3564,beauty,UPI,465.56,5,3,0,0.0,255,6,5,0,0
ORD100519,CUST1002,beauty,credit_card,480.15,15,0,0,0.0,1411,1,20,0,0
ORD100520,CUST4581,home_goods,UPI,708.82,0,4,3,0.75,1341,2,8,0,0
ORD100521,CUST3721,books,credit_card,607.42,5,6,0,0.0,107,3,20,0,0
ORD100522,CUST3864,electronics,netbanking,1960.31,50,4,1,0.25,1343,0,22,0,0
ORD100523,CUST1874,beauty,UPI,415.5,15,3,0,0.0,272,4,7,0,0
ORD100524,CUST2822,apparel,UPI,462.28,5,1,1,1.0,1425,2,3,1,0
ORD100525,CUST2729,books,credit_card,328.78,20,2,1,0.5,979,0,7,0,0
ORD100526,CUST3993,apparel,UPI,752.38,10,7,0,0.0,642,2,9,0,1
ORD100527,CUST4168,electronics,credit_card,440.62,30,1,0,0.0,141,4,18,0,0
ORD100528,CUST3662,electronics,netbanking,544.65,30,1,1,1.0,720,5,6,0,0
ORD100529,CUST1620,beauty,cod,1663.94,5,1,0,0.0,1407,3,6,0,0
ORD100530,CUST1411,electronics,UPI,193.59,0,5,1,0.2,1208,5,12,0,0
ORD100531,CUST2758,home_goods,credit_card,831.04,5,1,0,0.0,508,2,20,0,0
ORD100532,CUST3266,footwear,cod,615.07,15,1,1,1.0,1477,4,9,0,1
ORD100533,CUST3828,apparel,debit_card,585.27,10,4,1,0.25,421,4,19,0,1
ORD100534,CUST4063,beauty,debit_card,59.97,5,3,0,0.0,1324,0,7,0,0
ORD100535,CUST1461,electronics,netbanking,352.47,0,3,0,0.0,1307,4,2,0,0
ORD100536,CUST1049,home_goods,debit_card,1259.25,40,0,0,0.0,271,3,18,0,0
ORD100537,CUST3237,books,credit_card,689.79,0,5,0,0.0,965,6,2,0,0
ORD100538,CUST1276,apparel,debit_card,259.61,50,4,1,0.25,442,0,1,1,1
ORD100539,CUST2630,footwear,debit_card,189.29,20,2,0,0.0,1288,5,16,0,1
ORD100540,CUST2734,books,netbanking,2127.32,15,3,0,0.0,169,5,17,0,0
ORD100541,CUST1625,home_goods,UPI,65.13,50,3,1,0.333,635,0,16,1,1
ORD100542,CUST4990,electronics,cod,362.96,10,5,0,0.0,670,3,18,0,0
ORD100543,CUST4418,books,UPI,634.06,5,4,0,0.0,636,5,13,0,0
ORD100544,CUST4467,electronics,UPI,224.34,10,2,1,0.5,501,0,13,0,0
ORD100545,CUST3507,footwear,UPI,838.59,0,3,1,0.333,634,5,23,0,0
ORD100546,CUST1719,apparel,UPI,343.98,30,0,0,0.0,1450,1,22,0,0
ORD100547,CUST3033,home_goods,cod,1746.36,10,1,0,0.0,1060,6,23,0,0
ORD100548,CUST2523,electronics,debit_card,2489.47,0,5,0,0.0,242,6,0,0,0
ORD100549,CUST2758,home_goods,cod,689.17,20,5,1,0.2,131,2,22,1,0
ORD100550,CUST3570,apparel,netbanking,1765.57,20,3,1,0.333,933,4,11,0,1
ORD100551,CUST4519,footwear,credit_card,1147.21,15,4,0,0.0,754,1,8,0,0
ORD100552,CUST4662,footwear,UPI,1412.26,15,2,0,0.0,468,5,16,0,0
ORD100553,CUST4517,apparel,credit_card,313.46,10,2,0,0.0,95,3,11,0,1
ORD100554,CUST1614,electronics,UPI,919.08,0,4,1,0.25,1133,6,22,0,0
ORD100555,CUST2717,electronics,debit_card,2629.96,0,2,0,0.0,509,3,23,0,0
ORD100556,CUST4383,apparel,cod,918.51,20,1,0,0.0,764,0,16,0,1
ORD100557,CUST1215,electronics,credit_card,99.75,0,4,0,0.0,1057,0,12,0,0
ORD100558,CUST2905,home_goods,debit_card,409.13,5,5,1,0.2,671,0,17,0,0
ORD100559,CUST2511,electronics,debit_card,323.59,40,0,0,0.0,1155,6,9,0,1
ORD100560,CUST1993,beauty,debit_card,1928.13,0,4,0,0.0,1212,3,6,0,0
ORD100561,CUST3238,electronics,credit_card,493.56,0,4,0,0.0,14,3,0,0,0
ORD100562,CUST2418,books,UPI,629.85,10,4,0,0.0,687,0,21,0,0
ORD100563,CUST4023,books,debit_card,514.1,15,4,1,0.25,213,1,16,1,0
ORD100564,CUST2719,beauty,UPI,1700.63,30,2,0,0.0,292,5,8,0,1
ORD100565,CUST4773,electronics,cod,1034.33,0,4,1,0.25,846,5,11,0,0
ORD100566,CUST4063,apparel,cod,448.81,0,2,0,0.0,196,4,4,0,0
ORD100567,CUST2615,apparel,cod,432.35,5,2,1,0.5,1163,0,13,0,0
ORD100568,CUST1535,electronics,debit_card,1305.69,0,1,0,0.0,535,6,10,1,0
ORD100569,CUST2609,books,debit_card,265.84,0,6,2,0.333,652,3,8,0,0
ORD100570,CUST4864,electronics,credit_card,780.23,0,3,0,0.0,1198,0,4,0,0
ORD100571,CUST2841,beauty,debit_card,931.28,10,3,0,0.0,833,0,17,0,0
ORD100572,CUST4155,electronics,netbanking,2150.59,5,4,0,0.0,632,3,8,0,0
ORD100573,CUST1370,electronics,debit_card,855.28,5,4,1,0.25,1444,5,19,0,1
ORD100574,CUST4423,home_goods,credit_card,257.34,0,1,0,0.0,187,5,7,1,0
ORD100575,CUST2623,footwear,UPI,1972.12,0,2,0,0.0,1387,2,8,0,0
ORD100576,CUST1712,apparel,netbanking,1953.38,10,4,0,0.0,927,4,23,0,1
ORD100577,CUST1387,beauty,UPI,1761.92,50,6,1,0.167,287,0,0,0,1
ORD100578,CUST4198,electronics,credit_card,558.31,15,3,2,0.667,406,6,12,0,1
ORD100579,CUST3581,books,UPI,327.31,0,4,1,0.25,1193,4,8,1,0
ORD100580,CUST1307,apparel,UPI,297.53,30,3,0,0.0,405,5,14,0,0
ORD100581,CUST1376,home_goods,UPI,547.07,30,3,2,0.667,88,3,1,0,1
ORD100582,CUST3350,beauty,netbanking,412.76,5,2,0,0.0,1017,0,12,0,1
ORD100583,CUST1707,home_goods,credit_card,259.42,0,3,0,0.0,384,2,8,0,0
ORD100584,CUST1608,apparel,cod,1188.47,10,4,0,0.0,1269,4,7,0,0
ORD100585,CUST3043,beauty,cod,568.16,10,7,0,0.0,982,0,2,0,0
ORD100586,CUST1562,beauty,credit_card,277.63,0,0,0,0.0,1317,6,16,0,0
ORD100587,CUST4285,footwear,UPI,330.11,10,4,1,0.25,784,6,22,0,0
ORD100588,CUST3230,beauty,debit_card,695.54,10,1,0,0.0,1159,4,10,0,0
ORD100589,CUST1736,apparel,debit_card,2524.77,0,3,1,0.333,1223,1,0,0,0
ORD100590,CUST4188,home_goods,UPI,1075.02,15,2,1,0.5,967,4,11,0,1
ORD100591,CUST1953,electronics,UPI,132.44,15,6,0,0.0,508,5,7,0,0
ORD100592,CUST4343,books,UPI,545.18,40,3,0,0.0,450,4,12,0,0
ORD100593,CUST4437,electronics,credit_card,321.07,20,1,0,0.0,485,4,10,0,1
ORD100594,CUST3857,home_goods,cod,398.09,10,3,0,0.0,58,5,22,0,0
ORD100595,CUST3325,footwear,credit_card,243.13,20,4,0,0.0,1154,1,15,0,0
ORD100596,CUST1719,beauty,UPI,1363.81,0,2,0,0.0,185,0,7,0,0
ORD100597,CUST1081,footwear,netbanking,240.54,0,3,1,0.333,2,2,19,0,0
ORD100598,CUST1534,home_goods,credit_card,200.98,5,6,2,0.333,663,0,0,0,1
ORD100599,CUST3886,electronics,UPI,984.43,0,4,0,0.0,1078,6,11,1,0
ORD100600,CUST2530,books,netbanking,2976.44,0,1,0,0.0,1201,0,10,0,0
ORD100601,CUST1558,electronics,netbanking,1185.91,15,1,0,0.0,1310,3,20,0,0
ORD100602,CUST3896,footwear,cod,353.57,15,3,1,0.333,731,1,21,0,1
ORD100603,CUST1718,beauty,debit_card,279.43,50,1,1,1.0,1411,2,4,0,1
ORD100604,CUST1007,books,cod,55.72,20,2,0,0.0,802,6,18,0,0
ORD100605,CUST3467,home_goods,cod,1061.83,0,2,0,0.0,453,5,18,0,0
ORD100606,CUST3032,electronics,debit_card,1128.77,0,4,0,0.0,160,1,11,1,0
ORD100607,CUST1687,books,UPI,989.75,20,2,1,0.5,1452,5,20,0,1
ORD100608,CUST2375,beauty,UPI,103.93,30,5,0,0.0,544,1,7,0,0
ORD100609,CUST2435,home_goods,UPI,199.49,20,2,0,0.0,1476,0,1,0,1
ORD100610,CUST4000,beauty,credit_card,327.8,10,1,0,0.0,848,3,12,0,0
ORD100611,CUST2537,apparel,netbanking,128.99,10,3,0,0.0,1184,5,21,0,1
ORD100612,CUST2848,apparel,UPI,1129.8,0,4,1,0.25,604,0,10,0,1
ORD100613,CUST1428,apparel,debit_card,850.54,5,3,0,0.0,349,3,5,0,0
ORD100614,CUST3240,apparel,debit_card,1146.16,10,4,1,0.25,1217,4,15,0,0
ORD100615,CUST2766,books,credit_card,1064.53,10,1,0,0.0,1244,3,5,0,0
ORD100616,CUST2356,electronics,credit_card,810.97,0,0,0,0.0,839,5,17,0,0
